"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Minnesota","$7,500 to $9,999","Black only",31,"Female","Employed - at work","Full time",0,10,90,720,350,"Black only","Below $25k"
"North Carolina","$50,000 to $59,999","White only",29,"Female","Employed - at work","Full time",75,120,120,800,150,"White only","$50k-$75k"
"Florida","$150,000 and over","White only",49,"Male","Employed - absent","Full time",15,40,90,570,540,"White only","$100k+"
"Virginia","$100,000 to $149,999","White only",37,"Male","Employed - at work","Full time",0,105,240,615,240,"White only","$100k+"
"Louisiana","$100,000 to $149,999","White only",31,"Female","Employed - at work","Part time",294,122,122,360,261,"White only","$100k+"
"California","$60,000 to $74,999","White only",48,"Female","Employed - at work","Full time",0,45,180,540,435,"White only","$50k-$75k"
"Mississippi","$150,000 and over","Black only",45,"Male","Employed - at work","Full time",0,105,225,665,160,"Black only","$100k+"
"Oregon","$100,000 to $149,999","White only",34,"Female","Employed - at work","Full time",630,95,30,540,0,"White only","$100k+"
"Illinois","$150,000 and over","White only",42,"Male","Employed - at work","Full time",300,73,0,570,90,"White only","$100k+"
"North Carolina","$75,000 to $99,999","Black only",48,"Female","Employed - at work","Full time",0,70,40,580,645,"Black only","$75k-$100k"
"Alabama","$20,000 to $24,999","White only",43,"Male","Employed - at work","Full time",327,123,30,495,225,"White only","Below $25k"
"New York","$75,000 to $99,999","Black only",31,"Female","Employed - at work","Part time",0,90,0,600,85,"Black only","$75k-$100k"
"California","$100,000 to $149,999","White only",33,"Female","Employed - at work","Full time",0,105,95,690,370,"White only","$100k+"
"Michigan","$100,000 to $149,999","White only",34,"Female","Employed - at work","Full time",60,10,0,720,205,"White only","$100k+"
"Ohio","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",610,40,60,490,180,"White only","$50k-$75k"
"Georgia","$20,000 to $24,999","Black only",16,"Male","Employed - at work","Part time",0,90,2,751,100,"Black only","Below $25k"
"Arizona","$75,000 to $99,999","White only",44,"Female","Employed - at work","Full time",441,71,0,560,287,"White only","$75k-$100k"
"California","$35,000 to $39,999","White only",22,"Female","Employed - at work","Full time",480,77,0,578,180,"White only","$25k-$50k"
"Washington","$100,000 to $149,999","White only",39,"Female","Employed - at work","Full time",0,225,60,660,385,"White only","$100k+"
"Mississippi","$5,000 to $7,499","Black only",29,"Male","Employed - at work","Full time",540,58,0,613,92,"Black only","Below $25k"
"Vermont","$100,000 to $149,999","White only",48,"Male","Employed - at work","Full time",0,45,450,600,165,"White only","$100k+"
"New York","$100,000 to $149,999","White only",43,"Female","Employed - at work","Full time",0,145,155,525,195,"White only","$100k+"
"North Carolina","$100,000 to $149,999","White only",16,"Female","Employed - at work","Part time",35,157,20,585,120,"White only","$100k+"
"Missouri","$100,000 to $149,999","White only",42,"Male","Employed - at work","Full time",0,60,0,630,720,"White only","$100k+"
"Wisconsin","$50,000 to $59,999","White only",28,"Male","Employed - at work","Full time",510,5,20,540,210,"White only","$50k-$75k"
"California","$75,000 to $99,999","White only",44,"Male","Employed - at work","Full time",455,45,125,545,125,"White only","$75k-$100k"
"California","$40,000 to $49,999","White only",45,"Female","Employed - at work","Full time",0,16,180,854,210,"White only","$25k-$50k"
"New York","$150,000 and over","White only",37,"Male","Employed - at work","Full time",225,230,0,480,135,"White only","$100k+"
"Pennsylvania","$60,000 to $74,999","White only",34,"Male","Employed - at work","Full time",376,144,0,525,290,"White only","$50k-$75k"
"California","$150,000 and over","White only",23,"Male","Employed - at work","Full time",0,240,0,390,576,"White only","$100k+"
"Minnesota","$40,000 to $49,999","White only",49,"Female","Employed - at work","Full time",0,15,235,660,425,"White only","$25k-$50k"
"Tennessee","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",765,55,0,450,90,"White only","$50k-$75k"
"Montana","$35,000 to $39,999","White only",36,"Female","Employed - at work","Full time",517,23,0,635,240,"White only","$25k-$50k"
"South Carolina","$30,000 to $34,999","Black only",32,"Female","Employed - at work","Full time",506,46,15,524,284,"Black only","$25k-$50k"
"Iowa","$100,000 to $149,999","White only",23,"Female","Employed - at work","Full time",627,83,0,430,262,"White only","$100k+"
"California","$100,000 to $149,999","White only",47,"Male","Employed - at work","Full time",240,149,420,530,67,"White only","$100k+"
"Alabama","$35,000 to $39,999","White only",29,"Male","Employed - at work","Full time",0,33,457,555,395,"White only","$25k-$50k"
"Colorado","$150,000 and over","White only",40,"Male","Employed - at work","Full time",0,160,110,530,90,"White only","$100k+"
"Washington","$150,000 and over","White only",34,"Male","Employed - at work","Full time",489,40,45,470,240,"White only","$100k+"
"Florida","$150,000 and over","White only",40,"Male","Employed - at work","Full time",0,195,60,430,290,"White only","$100k+"
"New Mexico","$50,000 to $59,999","White only",36,"Male","Employed - at work","Full time",0,60,135,600,285,"White only","$50k-$75k"
"Michigan","$100,000 to $149,999","White only",35,"Male","Employed - at work","Full time",495,10,0,520,355,"White only","$100k+"
"Texas","$150,000 and over","White only",48,"Male","Employed - at work","Full time",60,122,0,540,418,"White only","$100k+"
"Maine","$75,000 to $99,999","White only",44,"Female","Employed - at work","Full time",539,70,105,590,30,"White only","$75k-$100k"
"California","$40,000 to $49,999","White only",41,"Female","Employed - at work","Full time",480,100,87,542,30,"White only","$25k-$50k"
"California","$20,000 to $24,999","Black only",45,"Female","Employed - at work","Full time",210,40,0,790,400,"Black only","Below $25k"
"California","$150,000 and over","Asian only",46,"Female","Employed - at work","Full time",0,30,30,720,235,"Asian only","$100k+"
"Massachusetts","$60,000 to $74,999","White only",37,"Female","Employed - at work","Full time",525,40,25,650,150,"White only","$50k-$75k"
"Washington","$75,000 to $99,999","Asian only",48,"Male","Employed - at work","Full time",495,65,60,500,210,"Asian only","$75k-$100k"
"Missouri","$150,000 and over","White-Asian",45,"Male","Employed - at work","Full time",0,155,0,450,465,"Mixed/Other","$100k+"
"California","$150,000 and over","White only",22,"Female","Employed - at work","Full time",0,85,0,760,470,"White only","$100k+"
"California","$20,000 to $24,999","Asian only",28,"Female","Employed - at work","Full time",507,90,100,580,45,"Asian only","Below $25k"
"Oklahoma","$75,000 to $99,999","White only",39,"Female","Employed - at work","Full time",565,40,240,435,130,"White only","$75k-$100k"
"Florida","$60,000 to $74,999","White only",44,"Female","Employed - at work","Full time",470,45,225,420,175,"White only","$50k-$75k"
"District of Columbia","$100,000 to $149,999","White only",42,"Male","Employed - at work","Full time",0,0,60,570,330,"White only","$100k+"
"Iowa","$10,000 to $12,499","White only",33,"Female","Employed - at work","Full time",461,12,227,500,33,"White only","Below $25k"
"Minnesota","$100,000 to $149,999","White only",38,"Male","Employed - at work","Full time",0,60,45,370,920,"White only","$100k+"
"Indiana","$100,000 to $149,999","White only",40,"Male","Employed - at work","Full time",0,62,170,520,504,"White only","$100k+"
"Washington","$35,000 to $39,999","Asian only",49,"Male","Employed - at work","Full time",435,75,45,495,210,"Asian only","$25k-$50k"
"Texas","$60,000 to $74,999","White only",42,"Female","Employed - absent","Full time",0,15,0,690,600,"White only","$50k-$75k"
"New Jersey","$150,000 and over","White only",43,"Male","Employed - at work","Full time",385,158,45,525,225,"White only","$100k+"
"Alabama","$30,000 to $34,999","Black only",47,"Female","Employed - at work","Full time",240,65,140,425,480,"Black only","$25k-$50k"
"Ohio","$7,500 to $9,999","White only",40,"Female","Employed - at work","Part time",0,0,315,510,180,"White only","Below $25k"
"Indiana","$30,000 to $34,999","White only",36,"Female","Employed - at work","Part time",283,4,390,450,208,"White only","$25k-$50k"
"Washington","$60,000 to $74,999","White only",42,"Male","Employed - at work","Full time",105,65,0,640,300,"White only","$50k-$75k"
"Indiana","$10,000 to $12,499","Black only",30,"Female","Employed - at work","Part time",405,40,55,490,346,"Black only","Below $25k"
"New York","$20,000 to $24,999","Black only",46,"Male","Employed - at work","Part time",0,0,0,930,330,"Black only","Below $25k"
"New York","$50,000 to $59,999","White only",34,"Female","Employed - at work","Full time",423,61,15,562,112,"White only","$50k-$75k"
"Wisconsin","Less than $5,000","White only",22,"Male","Employed - at work","Part time",480,40,0,440,360,"White only","Below $25k"
"Virginia","$30,000 to $34,999","White only",17,"Male","Employed - at work","Part time",239,21,30,555,245,"White only","$25k-$50k"
"New York","$75,000 to $99,999","Black only",35,"Female","Employed - at work","Full time",325,0,360,565,30,"Black only","$75k-$100k"
"Wisconsin","$75,000 to $99,999","White only",37,"Female","Employed - at work","Part time",0,40,160,450,340,"White only","$75k-$100k"
"New York","$20,000 to $24,999","White only",32,"Female","Employed - at work","Part time",0,85,50,835,180,"White only","Below $25k"
"Texas","$35,000 to $39,999","White only",26,"Male","Employed - at work","Full time",180,0,210,720,240,"White only","$25k-$50k"
"California","$40,000 to $49,999","White only",20,"Female","Employed - absent","Full time",0,50,310,655,220,"White only","$25k-$50k"
"Illinois","$40,000 to $49,999","White only",48,"Female","Employed - at work","Full time",498,116,65,538,95,"White only","$25k-$50k"
"Maryland","$50,000 to $59,999","White only",32,"Male","Employed - at work","Full time",655,60,0,485,120,"White only","$50k-$75k"
"New York","$75,000 to $99,999","White only",39,"Female","Employed - at work","Full time",475,10,45,570,190,"White only","$75k-$100k"
"Pennsylvania","$100,000 to $149,999","White only",32,"Male","Employed - at work","Full time",540,70,90,490,80,"White only","$100k+"
"California","$100,000 to $149,999","White only",41,"Male","Employed - at work","Full time",0,90,165,675,180,"White only","$100k+"
"California","$150,000 and over","Black only",42,"Male","Employed - at work","Full time",375,115,60,208,455,"Black only","$100k+"
"California","$40,000 to $49,999","White only",49,"Male","Employed - at work","Full time",0,0,210,760,400,"White only","$25k-$50k"
"Iowa","$10,000 to $12,499","White only",38,"Male","Employed - at work","Full time",675,250,0,330,60,"White only","Below $25k"
"Texas","$10,000 to $12,499","White only",22,"Female","Employed - at work","Full time",0,60,0,810,185,"White only","Below $25k"
"Virginia","$150,000 and over","Black only",49,"Male","Employed - at work","Full time",642,133,80,385,150,"Black only","$100k+"
"New Jersey","$150,000 and over","White-Black",47,"Male","Employed - at work","Full time",59,180,80,675,390,"Mixed/Other","$100k+"
"Missouri","$100,000 to $149,999","Black only",48,"Male","Employed - at work","Full time",550,88,85,527,100,"Black only","$100k+"
"South Dakota","$40,000 to $49,999","White only",46,"Male","Employed - at work","Full time",0,135,0,480,410,"White only","$25k-$50k"
"Maryland","$40,000 to $49,999","Black only",32,"Male","Employed - at work","Full time",685,10,0,575,130,"Black only","$25k-$50k"
"Michigan","$60,000 to $74,999","White only",41,"Female","Employed - at work","Full time",480,80,0,520,60,"White only","$50k-$75k"
"Utah","$20,000 to $24,999","White only",45,"Male","Employed - at work","Full time",435,60,70,550,255,"White only","Below $25k"
"Pennsylvania","$60,000 to $74,999","Black only",26,"Female","Employed - at work","Full time",180,105,0,555,345,"Black only","$50k-$75k"
"Florida","$7,500 to $9,999","Black only",40,"Female","Employed - at work","Part time",0,20,90,550,690,"Black only","Below $25k"
"New Mexico","$75,000 to $99,999","White only",30,"Male","Employed - at work","Full time",480,40,120,465,290,"White only","$75k-$100k"
"New York","$12,500 to $14,999","White only",45,"Male","Employed - at work","Part time",0,0,0,690,495,"White only","Below $25k"
"Massachusetts","$25,000 to $29,999","Black only",28,"Female","Employed - at work","Full time",0,35,250,600,455,"Black only","$25k-$50k"
"Illinois","$60,000 to $74,999","White only",26,"Female","Employed - at work","Full time",705,67,0,540,0,"White only","$50k-$75k"
"Kansas","$7,500 to $9,999","White only",48,"Female","Employed - at work","Part time",60,95,0,720,355,"White only","Below $25k"
"California","$60,000 to $74,999","Asian only",37,"Female","Employed - at work","Full time",765,30,50,520,45,"Asian only","$50k-$75k"
"Michigan","$60,000 to $74,999","White only",31,"Male","Employed - at work","Full time",568,23,45,490,170,"White only","$50k-$75k"
"Michigan","$100,000 to $149,999","White only",39,"Male","Employed - at work","Part time",0,0,820,600,0,"White only","$100k+"
"Ohio","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",740,26,25,440,169,"White only","$100k+"
"Michigan","$100,000 to $149,999","White only",36,"Female","Employed - at work","Full time",0,124,87,575,175,"White only","$100k+"
"Pennsylvania","$150,000 and over","White only",34,"Female","Employed - at work","Full time",0,270,30,570,450,"White only","$100k+"
"Wisconsin","$60,000 to $74,999","White only",37,"Female","Employed - at work","Full time",495,34,0,390,491,"White only","$50k-$75k"
"Washington","$100,000 to $149,999","Asian only",43,"Female","Employed - at work","Full time",0,30,75,655,550,"Asian only","$100k+"
"Illinois","$60,000 to $74,999","White only",36,"Female","Employed - at work","Full time",460,58,0,540,245,"White only","$50k-$75k"
"Virginia","$40,000 to $49,999","White only",25,"Female","Employed - at work","Part time",0,31,0,715,529,"White only","$25k-$50k"
