state,fam_income,race,age,sex,emp,fullpart,work,travel,household,pcare,leisure
Colorado,"$150,000 and over",White only,43,Male,Employed - at work,Full time,490,105,35,553,190
Colorado,"$50,000 to $59,999",White only,35,Female,Employed - at work,Full time,0,30,510,600,120
Maryland,"$35,000 to $39,999",White only,17,Female,Employed - at work,Part time,225,40,5,647,15
Alabama,"$40,000 to $49,999",White only,38,Female,Employed - at work,Full time,150,355,10,385,445
Louisiana,"$40,000 to $49,999",White only,34,Female,Employed - at work,Full time,0,50,0,640,140
California,"$150,000 and over",Asian only,45,Male,Employed - at work,Full time,0,0,0,570,810
Oklahoma,"$35,000 to $39,999",White only,43,Female,Employed - at work,Full time,515,105,10,585,150
Virginia,"$60,000 to $74,999",Black only,32,Male,Employed - at work,Full time,490,60,40,430,400
West Virginia,"$100,000 to $149,999",White only,40,Male,Employed - at work,Full time,312,355,63,425,210
Louisiana,"$40,000 to $49,999",Black only,43,Female,Employed - at work,Full time,569,50,100,559,60
Georgia,"$150,000 and over",White only,42,Male,Employed - at work,Full time,0,60,45,765,180
California,"$50,000 to $59,999",White only,23,Female,Employed - at work,Full time,150,123,85,685,270
Tennessee,"$25,000 to $29,999",White only,26,Female,Employed - at work,Full time,520,185,100,555,40
Nevada,"$75,000 to $99,999",Asian only,26,Male,Employed - at work,Part time,330,50,0,600,330
Indiana,"$150,000 and over",White only,44,Female,Employed - at work,Full time,465,40,5,585,200
Indiana,"$12,500 to $14,999",White only,41,Female,Employed - at work,Full time,617,94,24,506,10
California,"$50,000 to $59,999",White only,24,Female,Employed - at work,Full time,0,130,0,750,500
Texas,"$60,000 to $74,999",White only,28,Female,Employed - at work,Part time,0,127,0,560,253
Washington,"$75,000 to $99,999",White only,37,Male,Employed - at work,Full time,150,160,0,640,460
Kentucky,"$50,000 to $59,999",White only,37,Male,Employed - at work,Full time,975,0,0,405,0
California,"$12,500 to $14,999",White only,15,Male,Employed - at work,Part time,345,16,5,772,175
Ohio,"$20,000 to $24,999",White only,22,Male,Employed - at work,Part time,480,60,120,510,270
Minnesota,"$100,000 to $149,999",White only,41,Male,Employed - at work,Full time,0,130,200,610,350
Colorado,"$100,000 to $149,999",White only,44,Male,Employed - at work,Full time,556,22,0,490,162
West Virginia,"$60,000 to $74,999",White only,36,Female,Employed - at work,Part time,0,35,285,445,480
Wisconsin,"$15,000 to $19,999",White only,31,Female,Employed - at work,Full time,480,40,45,600,225
Minnesota,"$60,000 to $74,999",White only,48,Male,Employed - at work,Full time,0,45,5,540,320
Texas,"$25,000 to $29,999",Black only,49,Male,Employed - at work,Part time,60,40,30,600,680
Massachusetts,"$75,000 to $99,999",Asian only,33,Male,Employed - at work,Full time,0,35,140,615,300
Nevada,"$60,000 to $74,999",White-American Indian,47,Male,Employed - at work,Full time,0,130,92,420,168
California,"$100,000 to $149,999",Asian only,48,Male,Employed - at work,Full time,630,0,0,580,60
Missouri,"$40,000 to $49,999",Black only,24,Male,Employed - at work,Full time,0,45,111,625,557
South Carolina,"$150,000 and over",White only,31,Female,Employed - at work,Full time,380,65,20,540,190
Pennsylvania,"$20,000 to $24,999",White only,36,Female,Employed - at work,Full time,570,120,60,390,145
Louisiana,"$20,000 to $24,999",Black only,49,Female,Employed - at work,Full time,421,194,75,425,0
Indiana,"$30,000 to $34,999",White only,40,Male,Employed - at work,Full time,0,60,135,825,355
Alabama,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,480,32,50,450,263
Missouri,"$7,500 to $9,999",White only,32,Female,Employed - at work,Part time,480,125,15,523,150
Utah,"$75,000 to $99,999",White only,46,Female,Employed - at work,Full time,0,65,120,787,205
Texas,"$25,000 to $29,999",Black only,35,Male,Employed - at work,Full time,357,208,10,400,405
Washington,"$100,000 to $149,999",White only,38,Male,Employed - at work,Full time,0,295,90,500,450
Texas,"$150,000 and over",White only,34,Female,Employed - at work,Full time,45,30,300,600,30
Alabama,"$7,500 to $9,999",White only,47,Female,Employed - at work,Full time,655,30,0,640,95
Louisiana,"$150,000 and over",White only,49,Female,Employed - at work,Full time,370,78,27,645,150
Texas,"$40,000 to $49,999",White only,31,Male,Employed - at work,Full time,500,115,0,487,240
Maryland,"$100,000 to $149,999",White only,48,Female,Employed - at work,Full time,510,150,70,415,220
Wisconsin,"$100,000 to $149,999",White only,17,Male,Employed - at work,Part time,0,111,10,523,374
Alabama,"$40,000 to $49,999",White only,36,Male,Employed - at work,Full time,0,115,30,715,0
Delaware,"$75,000 to $99,999",White only,37,Male,Employed - at work,Full time,480,115,40,450,190
Minnesota,"$30,000 to $34,999",White only,26,Male,Employed - at work,Full time,0,30,60,630,675
California,"$60,000 to $74,999",White only,35,Female,Employed - at work,Part time,0,50,0,495,875
Washington,"$150,000 and over",White only,49,Male,Employed - at work,Full time,5,50,150,615,480
Wisconsin,"$100,000 to $149,999",White only,29,Female,Employed - at work,Part time,0,90,120,590,165
Michigan,"$150,000 and over",White only,44,Female,Employed - at work,Full time,30,75,285,550,235
Texas,"$75,000 to $99,999",White only,47,Male,Employed - at work,Full time,0,90,0,720,300
Georgia,"$25,000 to $29,999",White-American Indian,45,Male,Employed - at work,Full time,445,70,0,510,340
Missouri,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,480,25,40,595,170
Indiana,"$15,000 to $19,999",White only,34,Female,Employed - at work,Full time,0,90,45,660,140
North Carolina,"$75,000 to $99,999",White only,18,Male,Employed - at work,Part time,0,20,0,646,604
Minnesota,"$150,000 and over",White only,38,Male,Employed - at work,Full time,270,46,5,396,354
Pennsylvania,"$100,000 to $149,999",White only,45,Female,Employed - at work,Full time,0,177,172,495,306
Delaware,"$35,000 to $39,999",White only,33,Male,Employed - at work,Full time,0,4,45,660,681
Indiana,"$60,000 to $74,999",Asian only,42,Male,Employed - at work,Full time,477,4,0,629,180
Connecticut,"$50,000 to $59,999",White only,38,Female,Employed - at work,Full time,400,65,30,620,160
Pennsylvania,"$15,000 to $19,999",White only,44,Male,Employed - at work,Full time,0,330,105,653,240
South Carolina,"$20,000 to $24,999",Black only,25,Female,Employed - at work,Full time,0,110,145,800,233
District of Columbia,"$50,000 to $59,999",White only,39,Male,Employed - at work,Full time,540,180,0,660,0
California,"$100,000 to $149,999",Asian only,32,Female,Employed - at work,Full time,60,20,320,600,350
Illinois,"$60,000 to $74,999",Black only,26,Male,Employed - at work,Full time,656,52,0,577,70
Illinois,"$35,000 to $39,999",White only,32,Female,Employed - at work,Full time,0,271,67,417,555
Michigan,"Less than $5,000",White only,39,Male,Employed - at work,Full time,0,180,360,420,350
Tennessee,"$30,000 to $34,999",White-American Indian,45,Female,Employed - at work,Full time,0,45,125,640,365
Alabama,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,0,25,120,825,145
Oklahoma,"$100,000 to $149,999",White-American Indian,36,Female,Employed - at work,Full time,269,79,11,526,0
North Carolina,"$20,000 to $24,999",White only,34,Male,Employed - at work,Full time,0,60,120,570,575
Florida,"$60,000 to $74,999",Asian only,24,Male,Employed - at work,Full time,15,110,15,825,360
North Carolina,"$150,000 and over",White only,35,Male,Employed - at work,Full time,678,24,0,543,120
Idaho,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,440,80,320,540,30
Connecticut,"$150,000 and over",White only,16,Female,Employed - at work,Part time,248,237,37,638,140
Illinois,"Less than $5,000",White only,48,Male,Employed - at work,Full time,585,60,30,525,120
North Dakota,"$100,000 to $149,999","American Indian, Alaskan Native",31,Male,Employed - at work,Full time,60,60,110,490,665
Massachusetts,"$75,000 to $99,999",Black only,40,Male,Employed - at work,Full time,61,130,95,550,309
Arkansas,"$75,000 to $99,999",White only,29,Male,Employed - at work,Full time,0,105,0,510,675
Michigan,"$60,000 to $74,999",White only,43,Female,Employed - at work,Part time,511,8,4,497,369
Alabama,"$75,000 to $99,999",White only,38,Female,Employed - at work,Full time,0,30,656,605,70
Iowa,"$40,000 to $49,999",White only,45,Female,Employed - at work,Part time,460,55,135,470,75
Washington,"$100,000 to $149,999",White only,48,Male,Employed - at work,Full time,0,120,0,615,255
Alabama,"$100,000 to $149,999",White only,43,Female,Employed - at work,Full time,0,70,270,660,300
Virginia,"$60,000 to $74,999",Black only,40,Female,Employed - at work,Full time,410,54,80,684,165
Kansas,"$75,000 to $99,999",White only,36,Male,Employed - at work,Full time,540,120,30,475,135
California,"$150,000 and over",White only,48,Male,Employed - at work,Full time,120,44,110,600,476
Michigan,"$75,000 to $99,999",White only,34,Female,Employed - at work,Full time,498,30,60,525,73
Texas,"$15,000 to $19,999",White only,26,Male,Employed - absent,Part time,0,124,50,586,30
Maryland,"$150,000 and over",Black only,39,Female,Employed - at work,Part time,0,79,140,715,229
Virginia,"$100,000 to $149,999",Black only,34,Male,Employed - at work,Full time,756,245,2,362,32
South Dakota,"$60,000 to $74,999",White only,16,Male,Employed - at work,Part time,0,90,0,1020,270
Michigan,"$60,000 to $74,999",White only,32,Male,Employed - at work,Full time,0,85,55,580,645
Tennessee,"$30,000 to $34,999",Black only,25,Female,Employed - at work,Full time,0,20,330,600,445
Colorado,"$100,000 to $149,999",Asian only,36,Female,Employed - at work,Full time,650,60,60,320,240
New Hampshire,"$150,000 and over",White only,46,Male,Employed - at work,Full time,568,10,35,525,210
Tennessee,"$100,000 to $149,999",White only,30,Male,Employed - at work,Full time,240,210,0,305,510
Washington,"$15,000 to $19,999",White only,35,Female,Employed - at work,Part time,0,100,140,605,390
Louisiana,"$20,000 to $24,999",White only,30,Male,Employed - at work,Full time,480,80,0,510,0
Florida,"$75,000 to $99,999",White only,29,Female,Employed - at work,Full time,0,30,221,575,439
Virginia,"$20,000 to $24,999",Black only,47,Male,Employed - at work,Full time,0,60,480,540,225
Utah,"$25,000 to $29,999",Hawaiian Pacific Islander only,26,Male,Employed - at work,Full time,0,34,0,680,418
Missouri,"$150,000 and over",White only,45,Female,Employed - at work,Full time,710,40,52,555,33
New York,"$150,000 and over",White only,29,Male,Employed - at work,Full time,0,235,35,620,90
California,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,20,60,260,450,300
Virginia,"$12,500 to $14,999",White only,44,Male,Employed - at work,Full time,607,29,7,485,117
Arizona,"$25,000 to $29,999",White only,32,Male,Employed - at work,Full time,450,75,0,440,170
Texas,"$75,000 to $99,999",White only,41,Male,Employed - at work,Full time,500,115,0,425,195
Texas,"$30,000 to $34,999",White only,29,Female,Employed - at work,Full time,389,80,107,500,144
Virginia,"$150,000 and over",Black only,48,Male,Employed - at work,Full time,0,0,90,570,660
Massachusetts,"$50,000 to $59,999",White only,32,Female,Employed - at work,Full time,0,70,0,498,272
Texas,"$40,000 to $49,999",White only,24,Male,Employed - at work,Full time,0,20,0,660,695
California,"$50,000 to $59,999",White only,41,Female,Employed - at work,Full time,0,28,175,495,210
Nebraska,"$30,000 to $34,999",White only,47,Female,Employed - at work,Full time,0,20,8,810,547
Tennessee,"$150,000 and over",White only,46,Female,Employed - at work,Full time,279,165,0,405,60
California,"$12,500 to $14,999",White only,41,Female,Employed - at work,Full time,0,0,500,780,40
Washington,"$60,000 to $74,999",White only,29,Male,Employed - at work,Full time,322,80,35,388,466
Georgia,"$100,000 to $149,999",White only,40,Female,Employed - at work,Full time,459,32,149,590,115
Utah,"$30,000 to $34,999",White only,35,Female,Employed - at work,Full time,0,40,150,610,125
Texas,"$5,000 to $7,499",White only,33,Female,Employed - at work,Full time,490,15,0,905,0
Massachusetts,"$50,000 to $59,999",White only,29,Male,Employed - at work,Full time,0,60,0,635,460
Pennsylvania,"$60,000 to $74,999",White only,23,Male,Employed - at work,Full time,475,80,35,410,195
North Carolina,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,515,74,10,510,210
South Carolina,"$40,000 to $49,999",White only,42,Male,Employed - at work,Full time,0,130,130,450,680
New Mexico,"$40,000 to $49,999",White only,33,Male,Employed - at work,Full time,0,33,100,502,140
South Carolina,"$75,000 to $99,999",White only,36,Female,Employed - at work,Full time,0,110,228,350,170
Georgia,"$30,000 to $34,999",Black only,17,Female,Employed - at work,Part time,492,66,0,810,30
North Carolina,"$30,000 to $34,999",Black only,43,Female,Employed - at work,Full time,0,0,300,840,180
Illinois,"$40,000 to $49,999",White only,23,Male,Employed - at work,Full time,0,117,0,734,378
New York,"$50,000 to $59,999",White only,47,Female,Employed - at work,Full time,0,0,97,420,898
New York,"$50,000 to $59,999",Asian only,23,Male,Employed - at work,Full time,595,82,0,668,60
Pennsylvania,"$75,000 to $99,999",White only,46,Female,Employed - at work,Full time,90,40,235,645,125
Louisiana,"Less than $5,000",Black only,22,Female,Employed - at work,Part time,0,35,60,880,358
Oregon,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,455,120,70,440,285
Ohio,"$50,000 to $59,999",White only,47,Male,Employed - at work,Full time,610,75,30,470,140
Ohio,"$75,000 to $99,999",White only,20,Female,Employed - at work,Part time,0,40,0,635,700
Wisconsin,"$25,000 to $29,999",White only,17,Male,Employed - at work,Full time,300,65,0,525,35
Washington,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,524,102,25,550,83
Maryland,"$150,000 and over",Asian only,38,Male,Employed - at work,Full time,180,135,0,555,270
South Carolina,"$30,000 to $34,999",White only,35,Female,Employed - at work,Full time,420,65,0,775,120
California,"$100,000 to $149,999",White only,39,Male,Employed - at work,Full time,1115,120,0,155,30
Texas,"$40,000 to $49,999",White only,24,Male,Employed - at work,Part time,346,50,0,645,339
New Jersey,"$60,000 to $74,999",White only,46,Male,Employed - at work,Part time,0,45,0,815,340
California,"$150,000 and over",Black only,28,Female,Employed - at work,Full time,0,75,330,605,395
Virginia,"$50,000 to $59,999",White only,29,Female,Employed - at work,Full time,545,85,115,360,70
Michigan,"$40,000 to $49,999",White only,30,Male,Employed - at work,Full time,690,105,220,335,30
Louisiana,"$100,000 to $149,999",White only,35,Male,Employed - at work,Full time,232,123,0,525,330
Missouri,"$15,000 to $19,999",White-American Indian,40,Male,Employed - at work,Full time,0,65,120,240,715
Minnesota,"$50,000 to $59,999",White only,41,Male,Employed - at work,Full time,0,30,15,540,795
Florida,"$40,000 to $49,999",White only,27,Female,Employed - at work,Full time,0,80,105,610,370
